starttime,uid,saddr,sport,daddr,dport,proto,dur,appproto,spkts,dpkts,sbytes,dbytes,smac,dmac,state,history,type_,dir_,label
1499342587.469527,CFcOyw22LuA9V3m7d4,192.168.10.9,1110,199.59.148.12,443,6,0.3299551010131836,ssl,9,13,516,4437,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342587.623558,CzI8HZ2HBESydpMQWh,192.168.10.9,1119,173.194.208.156,443,6,0.24034690856933594,ssl,15,13,976,4990,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFf,conn,->,benign
1499342587.706053,CkZ0gB4372SU575oe8,192.168.10.9,1121,172.217.12.130,443,6,0.20847702026367188,ssl,11,11,537,4195,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadgFRf,conn,->,benign
1499342587.852465,CVElvtjHnYhefZvaf,192.168.10.9,1129,216.58.219.228,443,6,0.15222716331481934,ssl,9,9,493,3942,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342587.814483,CSiDoK1tMmGfHPDznh,192.168.10.9,1128,216.58.219.228,443,6,0.2003951072692871,ssl,11,10,524,3942,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342460.014557,C6JWWW39Ka7jFUNUd,192.168.10.12,123,192.95.27.155,123,17,73.0137619972229,ntp,8,8,384,384,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342461.017105,C1x1dV3G8565lY28Ee,192.168.10.12,123,159.203.8.72,123,17,72.01715779304504,ntp,8,8,384,384,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.809761,CZYlcpYttNnI6ucdj,192.168.10.9,1126,216.58.219.228,443,6,0.254058837890625,ssl,14,13,939,4474,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadgFf,conn,->,benign
1499342460.014614,Cc6AS62BadmhbBGcf5,192.168.10.12,123,163.172.10.212,123,17,73.0942759513855,ntp,8,8,384,384,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.892462,C0tSPo3sW3odwbOP41,192.168.10.19,38752,220.243.235.201,443,6,0.27225208282470703,ssl,14,12,372,5496,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,ShADadtFfR,conn,->,benign
1499342583.223832,CsZCgL3QiioTnQasFg,192.168.10.9,52185,192.168.10.3,53,17,0.6400530338287354,dns,2,2,90,240,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.223984,CjMPfK2DGuEr9f9bu4,192.168.10.3,61319,192.168.10.1,53,17,0.6396911144256592,dns,1,1,56,131,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342583.255502,CGufw23MKh6du3EXb4,192.168.10.9,49775,192.168.10.3,53,17,0.5838909149169922,dns,2,2,88,236,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.255636,CZnfHK1A3daGoWL9Q9,192.168.10.3,60242,192.168.10.1,53,17,0.5835211277008057,dns,1,1,55,129,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342467.269183,CKdrdw3RqDBf8mApa1,192.168.10.19,123,192.99.2.8,123,17,66.01656413078308,ntp,7,7,336,336,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342588.159788,CMEojCvHki62TvODc,192.168.10.9,1136,172.217.3.99,443,6,0.19125914573669434,ssl,9,10,492,4535,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadgFRf,conn,->,benign
1499342588.159707,CQCJnD3HaUMqUJQNUi,192.168.10.9,1135,172.217.3.99,443,6,0.26755404472351074,ssl,11,8,523,4534,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342588.149416,C4ySR913fyFvnUO5Mk,192.168.10.9,1132,172.217.3.99,443,6,0.2860410213470459,ssl,11,9,523,4534,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342588.149312,Cc8jMstMZ87978pm1,192.168.10.9,1131,172.217.3.99,443,6,0.33783388137817383,ssl,14,13,958,5006,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFf,conn,->,benign
1499342588.1496,CuFAhT3038uxyb6Ajd,192.168.10.9,1133,172.217.3.99,443,6,0.34278106689453125,ssl,15,13,1415,4908,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadgFf,conn,->,benign
1499342489.150551,CXhFDP1tW6ADElXZG1,192.168.10.15,49448,23.15.4.16,80,6,99.3588228225708,http,28,30,1494,44149,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADadgFf,conn,->,benign
1499342492.228846,CWVlPL1CXh26JZe2Bc,192.168.10.15,49451,23.199.172.161,443,6,96.28927993774414,ssl,9,9,626,6143,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADadFfR,conn,->,benign
1499342481.076933,Ck00uz2yFF4jSZBSs4,192.168.10.15,49441,23.63.226.146,80,6,107.45771217346191,http,6,4,287,241,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADadFf,conn,->,benign
1499342491.272156,CIbjbW2SBPUyAvWxD2,192.168.10.15,49449,23.207.50.189,443,6,97.28332805633545,ssl,10,10,587,5384,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADadFfR,conn,->,benign
1499342583.815253,Cak0FJ1Amy832kgeO4,192.168.10.9,58667,192.168.10.3,53,17,0.06149601936340332,dns,2,2,76,236,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.815388,CG2X8JuxeUHmqOYPf,192.168.10.3,61468,192.168.10.1,53,17,0.0611569881439209,dns,1,1,49,129,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342583.816644,C8NfOc1I1wwH5xTIs7,192.168.10.9,57910,192.168.10.3,53,17,0.1265089511871338,dns,2,2,66,408,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.816733,CmxPxb3cuONJwAT9W8,192.168.10.9,63884,192.168.10.3,53,17,0.09302616119384766,dns,2,2,96,128,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.816776,CwZwXu4ndqHMHjVn3g,192.168.10.3,61465,192.168.10.1,53,17,0.12610697746276855,dns,1,1,44,215,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342583.840248,CArHcB3v0tSG9N91uf,192.168.10.9,58675,192.168.10.3,53,17,0.00016188621520996094,dns,2,2,100,196,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.840742,CSS8qL3BvyD6vRYUnb,192.168.10.9,49678,192.168.10.3,53,17,0.0001518726348876953,dns,2,2,100,264,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342588.574134,CDkCvZ3GTbH1ZMrZAg,192.168.10.9,1142,199.59.150.10,443,6,0.2845449447631836,ssl,9,13,533,4116,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342583.865868,CS0Nby2uarg7lST9Ac,192.168.10.9,59050,192.168.10.3,53,17,0.00015497207641601562,dns,2,2,102,198,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.866431,CLKJQzrkerlgx8c1,192.168.10.9,63745,192.168.10.3,53,17,0.00014901161193847656,dns,2,2,102,266,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.877943,Cj1gyw36zvUB4eToNh,192.168.10.9,64848,192.168.10.3,53,17,0.00015687942504882812,dns,2,2,76,236,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.878486,Cl3gUY1RAaAZzp0HPd,192.168.10.9,51529,192.168.10.3,53,17,0.06704998016357422,dns,2,2,76,356,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.878617,C6VksJ2gQwhPpWKKGj,192.168.10.3,62181,192.168.10.1,53,17,0.06663894653320312,dns,1,1,49,189,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342583.911036,Cws4mcTOjtPCdoJKl,192.168.10.9,63789,192.168.10.3,53,17,0.00014400482177734375,dns,2,2,96,128,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.911648,CCqdUb0Q5QOUE2E1j,192.168.10.9,55688,192.168.10.3,53,17,0.023951053619384766,dns,2,2,96,226,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.911783,CuZ42E4MjNShAqChu4,192.168.10.3,61292,192.168.10.1,53,17,0.023639917373657227,dns,1,1,59,124,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342583.945131,CyQQMi28z8CFIlMV7h,192.168.10.9,49254,192.168.10.3,53,17,0.00018596649169921875,dns,2,2,94,350,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.945598,CZ6TS3134Qzy5VXUdf,192.168.10.9,49286,192.168.10.3,53,17,0.048452138900756836,dns,2,2,94,256,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342583.945758,C042iw2TejYoIg14c6,192.168.10.3,60778,192.168.10.1,53,17,0.04807090759277344,dns,1,1,58,139,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342588.826074,CqlQu049iOBsV8mQvh,192.168.10.9,1151,157.240.18.35,443,6,0.12846708297729492,ssl,9,12,528,3942,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342588.826181,C9ovA2114hcbttsko1,192.168.10.9,1152,157.240.18.35,443,6,0.12894606590270996,ssl,9,11,528,3943,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342534.009224,CcyoW6VpWVgjGzcE8,192.168.10.15,123,192.168.10.3,123,17,0.00011801719665527344,ntp,2,2,96,96,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342534.269118,Cj6IM136WpChJvPY9c,192.168.10.19,123,91.189.89.198,123,17,0.09396886825561523,ntp,1,1,48,48,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342589.298547,CujrpI2dXBElpF69Oa,192.168.10.9,1158,50.63.243.230,80,6,0.07713508605957031,http,6,6,427,2267,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadfF,conn,->,benign
1499342589.298612,C0TuRz1MFaW2Y4MN2b,192.168.10.9,1159,50.63.243.230,80,6,0.07711291313171387,http,5,6,427,2267,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadfF,conn,->,benign
1499342583.893753,CmJ87A3i9l6Ja35Ybc,192.168.10.9,1073,52.10.50.117,443,6,5.609261989593506,ssl,9,7,360,3070,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFfR,conn,->,benign
1499342583.893608,CZo9sS3mOhJhl3GPU6,192.168.10.9,1072,35.164.51.247,443,6,5.61040997505188,ssl,10,8,361,3048,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadtFfR,conn,->,benign
1499342584.575307,CeOvFY1YjWoSVLCOjl,192.168.10.9,58769,192.168.10.3,53,17,0.0001881122589111328,dns,2,2,70,166,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.576948,C0BMpw3YSeGz5wouXe,192.168.10.9,55953,192.168.10.3,53,17,0.0001461505889892578,dns,2,2,72,104,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.577277,CHE7A8a3G6CJaBq0a,192.168.10.9,61461,192.168.10.3,53,17,0.0001499652862548828,dns,2,2,72,208,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.577821,CuUqE240EipZd8eIAi,192.168.10.9,49900,192.168.10.3,53,17,0.12678790092468262,dns,2,2,80,194,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.577956,CAxt7038ju0Qp4QEm2,192.168.10.3,60682,192.168.10.1,53,17,0.1264500617980957,dns,1,1,51,108,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342584.612747,CR6woEjCkaDaf0yM6,192.168.10.9,51137,192.168.10.3,53,17,0.00017499923706054688,dns,2,2,76,236,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.613575,CApAFQ2RdBwj6hXL56,192.168.10.9,57037,192.168.10.3,53,17,0.00015807151794433594,dns,2,2,76,236,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.705316,CdTdy13aClArbsVMuk,192.168.10.9,54646,192.168.10.3,53,17,0.0001728534698486328,dns,2,2,90,122,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.705794,CmTVgpaVLdgaO5gKf,192.168.10.9,59952,192.168.10.3,53,17,0.17363786697387695,dns,2,2,90,222,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342584.705935,C4BsuB2EZScjBEfoh4,192.168.10.3,61831,192.168.10.1,53,17,0.1733078956604004,dns,1,1,56,122,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342461.017146,CTHfXE7pk5LLqR3l9,192.168.10.12,123,75.119.251.14,123,17,74.03282499313354,ntp,8,8,384,384,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342589.874923,C8cuubeOA8DQSKZO8,192.168.10.15,49458,131.253.61.82,443,6,0.288193941116333,ssl,15,15,5780,17616,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADdagfF,conn,->,benign
1499342589.985878,CHY09Pocx05JiAKKl,192.168.10.9,1165,172.217.10.42,443,6,0.2115790843963623,ssl,11,9,530,4042,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342451.269186,CHTbEo2f9F4pZYs3C3,192.168.10.19,123,144.217.148.73,123,17,84.01608395576477,ntp,8,8,384,384,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342468.269305,Ch4qzgQiR2xbzPTw,192.168.10.19,123,158.69.247.184,123,17,67.01629400253296,ntp,7,7,336,336,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342466.269235,CaMP1CVmA8i0SxPZk,192.168.10.19,123,75.119.251.14,123,17,69.09459614753723,ntp,7,7,336,336,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342449.269188,CUohn31cw0KUdqLv37,192.168.10.19,123,163.172.10.212,123,17,86.09729599952698,ntp,9,9,432,432,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342590.332759,CQcY5cmA301NQDPpb,192.168.10.9,1168,172.217.10.67,443,6,0.14088010787963867,ssl,9,10,496,4539,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,SAhDadFRf,conn,->,benign
1499342589.845803,CimZsc2oguUk7bzc2,192.168.10.9,1164,144.2.1.1,443,6,0.6901590824127197,ssl,9,12,528,3156,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342590.615026,CmkaWd4g1T4QCQUtSf,192.168.10.9,1170,172.217.9.226,443,6,0.13437700271606445,ssl,9,10,499,4159,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342462.025217,CmHC2V1HASKUTQrNE1,192.168.10.12,123,72.38.129.202,123,17,74.02149796485901,ntp,8,4,384,192,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342468.269211,Cjoco92qjXeNQAAfh7,192.168.10.19,123,206.108.0.132,123,17,68.02194094657898,ntp,7,7,336,336,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342586.345369,CUimv14WT79x7O9Oy3,192.168.10.9,63913,192.168.10.3,53,17,0.08168196678161621,dns,2,2,84,204,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.345531,CxiErP2CtkVexHssla,192.168.10.3,61631,192.168.10.1,53,17,0.0813450813293457,dns,1,1,62,78,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342586.428165,Cb7EZ61Xpykn6K4wEl,192.168.10.9,58899,192.168.10.3,53,17,0.00014901161193847656,dns,2,2,102,134,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.428548,CkMZCZ3XRQ8qdtavVe,192.168.10.9,52343,192.168.10.3,53,17,0.04953789710998535,dns,2,2,102,158,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.428688,C43Bn8430bqhrO30x6,192.168.10.3,62363,192.168.10.1,53,17,0.049237966537475586,dns,1,1,62,90,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342586.603661,CGHube3MoODxWN5vV,192.168.10.9,54113,192.168.10.3,53,17,0.00014495849609375,dns,2,2,96,128,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.604411,CDZDaLHxXsQAtFDjc,192.168.10.9,62532,192.168.10.3,53,17,0.00013518333435058594,dns,2,2,96,128,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342591.104297,ClBjIQ1mMge0AkoeX9,192.168.10.15,49459,64.4.54.36,443,6,0.5164210796356201,ssl,10,10,2923,6525,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADdgaFf,conn,->,benign
1499342536.633389,CFxcY34hDRKK4g3Boa,192.168.10.8,123,192.168.10.3,123,17,0.0001049041748046875,ntp,2,2,96,96,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.712143,CRY6Q72vmEQJRgdMT,192.168.10.9,54176,192.168.10.3,53,17,0.0001590251922607422,dns,2,2,74,154,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.712252,Cgssk61RbLQ9YIp6j7,192.168.10.9,63555,192.168.10.3,53,17,0.050759077072143555,dns,2,2,82,152,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.71243,CqCVRLbUYBh0Qm2ma,192.168.10.3,60355,192.168.10.1,53,17,0.05041694641113281,dns,1,1,44,60,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342586.712562,CM9VFBunleE7NJ549,192.168.10.9,50953,192.168.10.3,53,17,0.06260800361633301,dns,2,2,100,434,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.712728,CQftNJ2FdGNVKoj4Od,192.168.10.3,60185,192.168.10.1,53,17,0.062185049057006836,dns,1,1,57,185,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342586.713086,C5JhLJa734go5mf0g,192.168.10.9,55182,192.168.10.3,53,17,0.00020599365234375,dns,2,2,76,108,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.713875,CQhQBB31QSjKJYYMb8,192.168.10.9,64405,192.168.10.3,53,17,0.00017690658569335938,dns,2,2,76,132,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.806554,CEDWue3K8sqn9AcIY3,192.168.10.9,56247,192.168.10.3,53,17,0.00018596649169921875,dns,2,2,92,348,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.807068,C7UJnz2mPO9GQD27Fi,192.168.10.9,57227,192.168.10.3,53,17,0.04813885688781738,dns,2,2,92,262,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.8072,CbAAWy3ZQvwPOiPPK,192.168.10.3,61699,192.168.10.1,53,17,0.04777193069458008,dns,1,1,57,142,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342586.808197,CplWA42OgdFXxqeIoh,192.168.10.9,59639,192.168.10.3,53,17,0.00014400482177734375,dns,2,2,66,98,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342586.808595,CMRXvOXmIqeEo2n7,192.168.10.9,54663,192.168.10.3,53,17,0.00014710426330566406,dns,2,2,66,122,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.118876,C7ANkR2n7edULR3ouc,192.168.10.9,58758,192.168.10.3,53,17,0.07167696952819824,dns,2,2,80,176,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.118977,CBMAnn2cDUoOdCBUI1,192.168.10.9,50173,192.168.10.3,53,17,0.09375500679016113,dns,2,2,60,244,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.119027,CAHeMG1j3J5jgivtOh,192.168.10.3,61892,192.168.10.1,53,17,0.07132101058959961,dns,1,1,51,99,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.119152,CGLKua2H7SEC8E4Xnd,192.168.10.3,61316,192.168.10.1,53,17,0.09335184097290039,dns,1,1,41,133,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.124624,Cr0DLD2jGVSqC3eJFe,192.168.10.9,50651,192.168.10.3,53,17,0.22363901138305664,dns,2,2,64,256,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.124727,CedCB32getJVVnOdA5,192.168.10.9,58488,192.168.10.3,53,17,0.0011470317840576172,dns,2,2,84,204,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.124751,Cnkmxn3NS5Ux4Epae,192.168.10.3,60101,192.168.10.1,53,17,0.22328686714172363,dns,1,1,43,139,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.124856,CrAgus4CouvJVFFpAb,192.168.10.9,49912,192.168.10.3,53,17,0.10031700134277344,dns,2,2,84,192,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.12489,Cu3Rae4LDhz8lFf1Vj,192.168.10.3,61910,192.168.10.1,53,17,0.0007839202880859375,dns,1,1,53,113,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.125017,Cm3iMK33Z4QJgJmlH9,192.168.10.3,60781,192.168.10.1,53,17,0.09997296333312988,dns,1,1,53,107,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.125057,CMnISD1jvzapbfIIhk,192.168.10.9,63878,192.168.10.3,53,17,0.07179403305053711,dns,2,2,86,302,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.125219,CvMXmm3hHZ8uMXze86,192.168.10.3,60142,192.168.10.1,53,17,0.0713949203491211,dns,1,1,54,162,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.128432,CsMaEx3YQAFpsCS9l9,192.168.10.9,56561,192.168.10.3,53,17,0.0463869571685791,dns,2,2,66,276,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.128563,CuJQEzSvJ5MZhqCJ3,192.168.10.3,61434,192.168.10.1,53,17,0.046018123626708984,dns,1,1,44,149,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.175451,CPf3qX26ErHaLvtv3a,192.168.10.9,61926,192.168.10.3,53,17,0.0475618839263916,dns,2,2,56,254,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.175601,C4AOcsyfEy8T8VzK1,192.168.10.3,60718,192.168.10.1,53,17,0.047178030014038086,dns,1,1,39,138,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.191353,CGo4nE4RAVcVLs155l,192.168.10.9,49728,192.168.10.3,53,17,0.00014281272888183594,dns,2,2,102,134,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.191811,C3WjXS2lvp5p0X0hkh,192.168.10.9,52693,192.168.10.3,53,17,0.0008289813995361328,dns,2,2,102,158,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.191928,CL78y63A6PbT4wTuyc,192.168.10.3,60344,192.168.10.1,53,17,0.0005521774291992188,dns,1,1,62,90,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.193178,CbPSuP2MHlg72RuW0j,192.168.10.9,64371,192.168.10.3,53,17,0.00015997886657714844,dns,2,2,90,218,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.193712,C2FRvl95FTdZ21Yh6,192.168.10.9,53228,192.168.10.3,53,17,0.0235140323638916,dns,2,2,90,212,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.193843,CbGXRu4coklJlVQKJi,192.168.10.3,61175,192.168.10.1,53,17,0.023185014724731445,dns,1,1,56,117,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342587.197737,CavYdy1Qpw1k66rv6e,192.168.10.9,57756,192.168.10.3,53,17,0.00015497207641601562,dns,2,2,84,148,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342587.19847,CTRwsF4ephXqcLXgU8,192.168.10.9,54601,192.168.10.3,53,17,0.04835391044616699,dns,2,2,84,216,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
